name,sinta_id,dept,sinta_score,sinta_3yr_score,affil_score,affil_3yr_score,scopus_h_index,gs_h_index,wos_h_index,scopus_i10_index,gs_i10_index,wos_i10_index,scopus_g_index,gs_g_index,wos_g_index,scopus_article,scopus_citation,scopus_cited_document,gs_article,gs_citation,gs_cited_document,wos_article,wos_citation,wos_cited_document
SAMBAS ALI MUHIDIN,5994124,S1 - Pendidikan Manajemen Perkantoran,397,56,0,0,1,18,,0,22,,1,1,,3,1,1,72,3464,60,0,0,0
HALIMAH,6004942,S2 - Pendidikan Bahasa Indonesia Bagi Penutur Asing,142,59,0,0,1,3,0,0,1,0,1,1,0,2,1,1,47,60,10,0,0,0
RIZKI HIKMAWAN,6122897,S1 - Pendidikan Sistem dan Teknologi Informasi Kampus P,80,59,0,0,0,5,,0,2,,1,1,,2,0,0,32,69,16,0,0,0
AAN HASANAH,6000349,S1 - Pendidikan Matematika,177,59,0,0,0,5,0,0,2,0,0,1,1,0,0,0,43,107,24,0,0,0
MARDIANI,5979146,S1 - Teknik Sipil,82,57,0,0,1,2,,0,0,,2,1,,2,1,1,35,10,5,0,0,0
IDRUS AFFANDI,6745710,S3 - Pendidikan Kewarganegaraan,294,60,0,0,1,9,,0,7,,1,1,,3,1,1,73,252,30,0,0,0
HENI KOMALASARI,5995194,Unknown,86,60,0,0,0,3,0,0,1,0,1,1,0,1,0,0,20,28,8,0,0,0
SAEFUDIN,6721267,S1 - Pendidikan Biologi,149,54,0,0,1,4,,0,2,,1,2,,6,2,2,14,116,12,0,0,0
SEHABUDIN SALASA,6143765,D3 - Keperawatan,94,60,0,0,0,2,0,0,1,0,1,1,0,3,0,0,15,22,3,0,0,0
SYTI SARAH MAESAROH,6681118,S1 - Bisnis Digital,142,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
NADIA AULIA NADHIRAH,6141923,S1 - Bimbingan Dan Konseling,85,55,0,0,1,1,,0,0,,1,1,,2,1,1,19,8,6,0,0,0
ZAKIAH PAWITAN,6688227,S1 - Pendidikan Seni Rupa,303,55,0,0,0,2,0,0,0,0,0,1,0,0,0,0,8,11,4,0,0,0
NUR AEDI,6001913,S3 - Administrasi Pendidikan,383,58,0,0,0,8,,0,8,,1,1,,1,0,0,57,727,22,0,0,0
ARDIANSAH,6754065,S1 - Perpustakaan dan Sains Informasi,113,63,0,0,0,2,0,0,0,0,1,1,0,3,0,0,7,9,3,0,0,0
NANANG GANDA PRAWIRA,6103030,S1 - Desain Komunikasi Visual,220,55,0,0,0,5,,0,4,,0,1,,0,0,0,40,721,21,0,0,0
DADANG YUNUS LUTFIANSYACH,6654442,S1 - Pendidikan Masyarakat,131,55,0,0,1,4,0,0,1,0,1,2,1,8,4,2,26,51,14,2,0,0
NETI BUDIWATI,5993201,S1 - Pendidikan Ekonomi,215,55,0,0,0,5,,0,3,,0,1,,0,0,0,54,111,20,0,0,0
MUH. HUSEN ARIFIN,6745847,S1 - PGSD Kampus Cibiru,182,67,0,0,0,3,,0,0,,0,1,,0,0,0,57,28,11,0,0,0
BACHTIAR HASAN,5991821,S1 - Teknik Elektro,328,67,0,0,2,5,,0,4,,1,3,,9,5,2,48,184,24,0,0,0
AMIN BUDIAMIN,5995112,S1 - Bimbingan Dan Konseling,170,67,0,0,1,8,,0,6,,1,1,,3,2,1,28,238,19,0,0,0
IKIN SOLIKIN,5994587,S2 - Magister Ilmu Akuntansi,253,67,0,0,0,6,,0,4,,0,2,,0,0,0,23,253,16,0,0,0
ANDHIN DYAS FITRIANI,5989139,S1 - Pendidikan Guru Sekolah Dasar,197,67,0,0,0,7,,0,4,,1,2,,1,0,0,105,157,40,0,0,0
CARIA NINGSIH,6039392,S2 - Pariwisata,186,67,0,0,0,5,,0,3,,1,1,,3,0,0,50,90,20,0,0,0
IMA NIMAH CHUDARI,6043715,S1 - PGSD Kampus Serang,83,67,0,0,1,4,,0,0,,0,1,,1,2,1,26,29,9,0,0,0
DEDE MARGO IRIANTO,6123185,S2 - Pendidikan Guru Sekolah Dasar Kampus Cibiru,162,60,0,0,0,5,,0,3,,1,1,,1,0,0,59,86,20,0,0,0
IMAS PURNAMASARI,5995993,S1 - Pendidikan Akuntansi,288,60,0,0,0,8,0,0,7,0,1,1,0,1,0,0,58,199,31,0,0,0
RINANDA RIZKY AMALIA SHALEHA,6745841,S1 - Psikologi,74,60,0,0,1,2,0,0,1,0,0,1,0,1,1,1,11,24,4,0,0,0
DEVI APRIANTI RIMADHANI AGUSTINI,6745751,S1 - Teknik Komputer,113,55,0,0,2,2,,0,1,,2,2,,5,13,5,8,21,6,0,0,0
RIKA SARTIKA,5990052,S1 - Pendidikan Sosiologi,106,60,0,0,0,2,0,0,0,0,1,1,1,1,0,0,15,11,6,0,0,0
BABANG ROBANDI,5995489,S2 - Pedagogik,215,66,0,0,0,6,,0,3,,0,2,,0,0,0,87,132,35,0,0,0
AMELINDA PRATIWI,6745853,S1 - Kimia,127,56,0,0,2,2,2,0,0,0,3,2,0,4,5,2,6,9,3,2,5,2
SITI MUJDALIPAH,6042954,S1 - Pendidikan Teknologi Agroindustri,352,61,0,0,1,8,,0,8,,2,1,,6,4,4,54,607,32,0,0,0
IMAS DAMAYANTI,6137276,S1 - Ilmu Keolahragaan,178,61,0,0,0,5,,0,3,,1,1,,3,0,0,23,58,10,0,0,0
TIKA ANNISA LESTARI KOESWANDI,6721352,S1 - Kewirausahaan Kampus Tasikmalaya,88,65,0,0,0,3,,0,0,,1,2,,1,0,0,33,40,17,0,0,0
NAHROWI ADJIE,5995587,S1 - PGPAUD Kampus Purwakarta,183,61,0,0,0,7,,0,4,,0,2,,0,0,0,40,217,20,0,0,0
DEDE ISWANDI,5995220,S1 - Pendidikan Pancasila Dan Kewarganegaraan,114,65,0,0,0,3,0,0,1,0,1,1,1,1,0,0,24,21,6,5,0,0
LUKMAN,6675529,S1 - Pendidikan Matematika,114,66,0,0,1,1,,0,0,,1,2,,5,1,1,2,3,2,0,0,0
ARIE RAKHMAT RIYADI,259151,S1 - Pendidikan Guru Sekolah Dasar,227,60,0,0,0,6,0,0,4,0,1,1,1,1,0,0,53,119,26,1,0,0
MOHAMMAD ZAKY,6681872,S1 - Ilmu Keolahragaan,2.262,60,0,0,2,1,30,0,0,53,1,1,14,3,0,0,10,4,2,88,3686,82
NOVIYANTI ANEROS,5992199,S1 - Pendidikan Bahasa Jepang,144,66,0,0,0,2,0,0,0,0,0,1,0,0,0,0,33,11,7,0,0,0
HAIKAL MUHAMMAD IHSAN,6745327,S1 - Sains Informasi Geografi,57,55,0,0,1,0,0,0,0,0,1,1,0,2,1,1,6,0,0,0,0,0
DEWI NUR AZIZAH,5994054,S1 - Pendidikan Teknologi Agroindustri,127,66,0,0,1,3,,0,0,,0,1,,2,5,1,20,19,9,0,0,0
SOLIHIN ICHAS HAMID,257005,S1 - PGPAUD Kampus Cibiru,292,66,0,0,0,10,,0,10,,1,1,,1,0,0,84,307,44,0,0,0
FERRY DWI CAHYADI,6088631,S1 - Pendidikan Kelautan dan Perikanan Kampus Serang,95,61,0,0,0,3,,0,1,,1,2,,1,0,0,17,50,8,0,0,0
YULIARTI MUTIARSIH,5992665,S2 - Pendidikan Bahasa Perancis,129,65,0,0,0,3,,0,0,,0,1,,0,0,0,36,33,13,0,0,0
RESTU MINGGRA,5994304,S1 - Arsitektur,154,71,0,0,1,2,,0,0,,1,1,,9,3,2,17,10,5,0,0,0
PIDI MOHAMAD SETIADI,6674027,S1 - PGSD Kampus Tasikmalaya,97,71,0,0,1,3,,0,1,,1,1,,3,7,1,20,18,3,0,0,0
"DR. LINDA SETIAWATI,M.PD.",5995101,S1 - Perpustakaan dan Sains Informasi,158,66,0,0,1,8,,0,4,,1,5,,4,2,2,27,162,17,0,0,0
GILANG PRATAMA PUTRA,6786959,S1 - Industri Pariwisata,71,71,0,0,1,2,,0,1,,0,0,,2,7,2,3,15,3,0,0,0
HERI SUTARNO,5993380,S1 - Pendidikan Ilmu Komputer,312,72,0,0,4,2,,1,2,,1,7,,10,44,9,16,38,4,0,0,0
FAKRY GAFFAR,6145775,Unknown,200,72,0,0,0,9,,0,9,,0,1,,0,0,0,36,422,27,0,0,0
MULYANA ABDULLAH,6123317,S2 - Pendidikan Geografi,128,67,0,0,2,4,,0,2,,1,1,,3,5,2,24,88,10,0,0,0
ANA RAMDANI SARI,6745844,S1 - Pendidikan Teknik Arsitektur,85,71,0,0,1,1,0,0,0,0,1,1,0,5,1,1,8,2,2,0,0,0
AHMAD HUDAIBY GALIH KUSUMAH,5989818,S2 - Pariwisata,241,68,0,0,0,5,0,0,1,0,1,1,0,3,0,0,55,64,21,3,0,0
FIRMAN ROBIANSYAH,6000078,S1 - PGSD Kampus Serang,168,71,0,0,1,3,0,0,1,0,0,1,0,1,2,1,30,30,8,0,0,0
BURHAN HAMBALI,6681587,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",108,68,0,0,1,4,,0,0,,1,1,,3,3,1,30,24,6,0,0,0
NIA LESTARI,6706109,S1 - Pendidikan Tata Boga,72,68,0,0,0,1,,0,1,,0,5,,0,0,0,8,17,4,0,0,0
ITA RUSTIATI RIDWAN,6043743,S1 - PGSD Kampus Serang,240,68,0,0,1,5,0,0,2,0,0,1,0,1,2,1,24,84,9,0,0,0
DIAH CAHYANI PERMANA SARI,6003617,S1 - Arsitektur,148,72,0,0,1,5,,0,1,,1,1,,5,6,1,23,61,12,0,0,0
DWI LESTARI RAHAYU,5994045,S1 - Pendidikan Teknologi Agroindustri,122,68,0,0,1,4,0,0,1,0,0,1,0,1,4,1,24,42,12,0,0,0
FENY PUSPITASARI,6745755,S1 - Pendidikan Tata Busana,101,68,0,0,0,1,,0,0,,0,1,,0,0,0,7,6,1,0,0,0
ENJANG YUSUP ALI,6749656,S1 - PGSD Kampus Sumedang,107,69,0,0,1,2,0,0,0,0,2,1,0,3,3,2,15,8,4,0,0,0
RIZKI RAMADHAN,6754432,Unknown,167,68,0,0,1,6,,0,4,,1,1,,6,2,1,54,122,27,0,0,0
SUMIYADI,5994381,S3 - Pendidikan Bahasa Indonesia,205,69,0,0,0,3,,0,0,,0,1,,0,0,0,126,57,31,0,0,0
HENI MULYANI,257835,S1 - Pendidikan Akuntansi,158,69,0,0,1,5,,0,2,,0,1,,2,5,2,30,75,17,0,0,0
AAM ABDUSSALAM,5993560,S1 - Ilmu Pendidikan Agama Islam,211,69,0,0,1,7,,0,4,,1,1,,4,2,1,49,159,24,0,0,0
AHMAN,5990333,S3 - Bimbingan Dan Konseling,125,69,0,0,1,1,,0,0,,1,1,,3,3,2,2,9,1,0,0,0
NENENG SRI WULAN,5994982,S1 - PGSD Kampus Purwakarta,118,68,0,0,0,5,,0,4,,1,1,,1,0,0,48,71,13,0,0,0
ENCUM SUMIATY,6142475,S1 - Matematika,205,68,0,0,1,4,1,0,2,0,1,1,2,6,6,2,21,75,12,1,1,1
DEDE KOSASIH,5994579,S2 - Pendidikan Bahasa dan Budaya Sunda,363,68,0,0,0,3,,0,1,,0,1,,0,0,0,24,33,9,0,0,0
AIP SARIPUDIN,6002410,S1 - Teknik Elektro,340,70,0,0,3,4,,0,1,,1,1,,13,21,8,28,59,15,0,0,0
I WAYAN RATNATA,6004542,D3 - Teknik Elektro,175,70,0,0,1,5,,0,2,,1,1,,5,4,3,21,90,10,0,0,0
TONO RACHMAD PUDJO HARTONO,5980702,S1 - Pendidikan Seni Musik,96,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUPUN NURYANI,6000860,Unknown,212,75,0,0,0,6,,0,5,,0,1,,0,0,0,80,179,30,0,0,0
CUCU SURAHMAN,5993732,S1 - Ilmu Pendidikan Agama Islam,183,76,0,0,0,4,,0,1,,1,2,,1,0,0,28,56,14,0,0,0
SAGITARIUS,5994326,S1 - Pendidikan Kepelatihan Olahraga,134,76,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
NUR HAFIZ ABDURAHMAN,6662753,S1 - Pendidikan Bahasa Inggris,112,74,0,0,1,3,,0,1,,1,1,,4,4,2,8,35,7,0,0,0
TIA YULIAWATI,6722016,S1 - Manajemen,104,75,0,0,0,3,0,0,0,0,0,1,0,0,0,0,17,24,6,0,0,0
BUDI SETIAWAN,6754095,S1 - Teknologi Pendidikan,175,75,0,0,3,3,0,0,1,0,1,1,0,9,16,5,12,52,5,0,0,0
PATRIANA NURMANSYAH AWWALUDIN,6690144,S1 - Pendidikan Kepelatihan Olahraga,81,76,0,0,0,3,0,0,0,0,0,2,0,0,0,0,14,14,6,0,0,0
JANAH SOJANAH,5994617,S2 - Pendidikan Ekonomi,145,77,0,0,1,5,0,0,2,0,2,4,1,3,2,1,29,58,15,0,0,0
KUSNADI,6002975,S1 - Pendidikan Biologi,254,71,0,0,2,6,,0,5,,1,1,,5,1,1,22,143,15,0,0,0
NANANG FATTAH,5979056,S1 - Manajemen,326,77,0,0,1,19,,1,21,,0,2,,3,32,2,54,6609,35,0,0,0
ISNIE YUSNITHA,5993405,S1 - Pendidikan Matematika,260,77,0,0,2,4,,0,0,,1,1,,10,9,5,24,22,8,0,0,0
WULANDARI PUTRI,6199058,S1 - PGSD Pendidikan Jasmani,124,77,0,0,1,3,,0,0,,1,1,,4,2,1,22,22,8,0,0,0
NURHUDAYA,5995574,S3 - Bimbingan Dan Konseling,132,78,0,0,2,3,,1,1,,1,1,,5,15,3,18,37,10,0,0,0
MAYA PURNAMA SARI,6125027,S1 - Pendidikan Multimedia Kampus Cibiru,147,78,0,0,0,3,,0,0,,0,1,,0,0,0,22,17,6,0,0,0
AMANDA PUSPANDITANING SEJATI,6681142,Unknown,80,76,0,0,1,3,0,0,0,0,0,2,0,1,1,1,14,18,7,0,0,0
KURNIAWATI,6006759,S1 - PGSD Kampus Cibiru,237,77,0,0,0,1,,0,0,,0,1,,0,0,0,16,3,2,0,0,0
B LENA NURYANTI,5992548,S1 - Pendidikan Bisnis,322,77,0,0,1,6,0,0,4,0,0,1,0,1,1,1,40,199,20,0,0,0
ISTI SITI SALEHA,5979123,S2 - Pendidikan Bahasa Inggris,295,78,0,0,2,7,,1,7,,3,1,,5,20,5,23,199,14,0,0,0
DARIS HADIANTO,6755923,S1 - Sains Informasi Geografi,157,79,0,0,1,3,,0,1,,1,2,,6,3,2,26,30,10,0,0,0
ERIK HARITMAN,6003383,S1 - Pendidikan Teknik Otomasi Industri dan Robotika,311,79,0,0,2,7,1,0,5,0,1,1,1,9,11,3,27,398,18,5,2,1
TUTI SUARTINI,5983986,S1 - Pendidikan Teknik Elektro,122,79,0,0,0,3,,0,0,,1,3,,4,0,0,14,23,7,0,0,0
GANO SUMARNO,5994887,S1 - PGSD Pendidikan Jasmani,119,72,0,0,0,3,0,0,1,0,1,2,0,4,0,0,27,34,8,0,0,0
RIAN ANDRIAN,6681695,Unknown,193,78,0,0,3,4,0,2,4,0,1,1,0,5,61,4,23,137,10,0,0,0
RANA GUSTIAN NUGRAHA,6095021,S1 - PGSD Kampus Sumedang,111,66,0,0,1,3,0,0,1,0,1,1,0,1,0,0,32,42,8,0,0,0
LINNA MEILIA RASIBAN,5992682,S1 - Pendidikan Bahasa Jepang,142,76,0,0,0,4,0,0,2,0,1,1,1,1,0,0,33,74,17,1,0,0
ASIH PURWANDARI WAHYOE PUSPITA,6736204,D3 - Keperawatan,110,79,0,0,0,3,0,0,0,0,1,2,0,2,0,0,14,26,8,0,0,0
TAUFANI CHUSNUL KURNIATUN,6043062,S2 - Administrasi Pendidikan,200,79,0,0,1,5,,0,2,,1,2,,6,1,1,53,83,26,0,0,0
IPAH SARIPAH,5995090,S2 - Bimbingan Dan Konseling,235,73,0,0,1,7,,0,5,,2,1,,3,4,3,47,168,24,0,0,0
MUHAMMAD ADLI RIZQULLOH,6745864,S1 - Pendidikan Teknik Otomasi Industri dan Robotika,97,73,0,0,1,3,,0,0,,1,1,,5,3,1,11,12,5,0,0,0
YOPI KUSDINAR,6745768,Unknown,96,73,0,0,2,2,,0,0,,4,1,,4,11,3,10,13,5,0,0,0
ERNA SUWANGSIH,5993210,S1 - PGSD Kampus Purwakarta,225,78,0,0,1,7,,0,5,,1,1,,3,1,1,43,456,19,0,0,0
OCE RIDWANUDIN,6681229,S1 - Pendidikan Pariwisata,187,74,0,0,1,0,,0,0,,3,2,,4,5,1,0,0,0,0,0,0
USEP KUSWARI,5987461,S2 - Pendidikan Bahasa dan Budaya Sunda,289,69,0,0,0,4,0,0,0,0,1,1,0,2,0,0,45,49,17,0,0,0
YUSI RIKSA YUSTIANA,5996530,S3 - Bimbingan Dan Konseling,154,72,0,0,1,3,,0,2,,3,2,,2,1,1,30,55,12,0,0,0
ELAN SUMARNA,5993586,S2 - Pendidikan Agama Islam,176,73,0,0,1,6,,0,4,,1,1,,2,6,1,35,175,11,0,0,0
ARMANDHA REDO PRATAMA,6748167,S1 - Pendidikan Pariwisata,79,74,0,0,0,1,0,0,1,0,0,1,0,0,0,0,12,12,3,0,0,0
PRIHANTINI,6070701,S2 - Pendidikan Guru Sekolah Dasar Kampus Cibiru,80,52,0,0,0,4,,0,1,,1,1,,2,0,0,44,60,13,0,0,0
"IIK NURULPAIK, S.PD., M.PD",5995495,S1 - Administrasi Pendidikan,167,53,0,0,1,3,,0,0,,2,1,,2,1,1,12,21,5,0,0,0
BADRU ZAMAN,6126038,S1 - Pendidikan Guru Pendidikan Anak Usia Dini,150,44,0,0,1,0,,0,0,,1,0,,5,3,1,0,0,0,0,0,0
ENRY JOHAN JAOHARI,6745762,S1 - Musik,297,44,0,0,0,26,,0,59,,0,1,,0,0,0,205,2848,128,0,0,0
KANDA RUSKANDI,5995794,S1 - PGSD Kampus Purwakarta,65,53,0,0,1,3,,0,0,,1,1,,2,1,1,29,19,5,0,0,0
MELA DARMAYANTI,6120443,S1 - Pendidikan Guru Sekolah Dasar,65,48,0,0,0,2,,0,0,,0,2,,0,0,0,21,15,6,0,0,0
NOVI YANTHI,6004309,S1 - PGSD Kampus Cibiru,101,42,0,0,0,2,,0,0,,0,2,,0,0,0,35,28,15,0,0,0
EEN RATNENGSIH,5996180,S1 - Pendidikan Khusus,91,37,0,0,0,3,0,0,1,0,0,3,1,0,0,0,21,29,7,2,0,0
LISNAWATI,5986471,S1 - Pendidikan Bisnis,249,42,0,0,2,6,1,0,1,0,2,1,1,5,9,3,51,90,23,0,0,0
SRI WURYASTUTI,6656926,S1 - PGSD Kampus Serang,113,50,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0
FAZAR NURIANSYAH,6787025,S1 - Pendidikan Ekonomi,38,36,0,0,0,2,,0,1,,0,0,,0,0,0,5,137,2,0,0,0
HARIS SANTOSA NUGRAHA,5980272,S1 - Pendidikan Bahasa Sunda,117,45,0,0,0,3,0,0,2,0,1,2,0,1,0,0,21,35,8,0,0,0
INDAH NURMAHANANI,5995562,S1 - PGSD Kampus Purwakarta,88,36,0,0,0,2,,0,1,,0,1,,0,0,0,22,20,6,0,0,0
CHAIRUL FURQON,5994043,S1 - Manajemen,129,36,0,0,0,7,,0,4,,1,1,,3,0,0,34,156,15,0,0,0
TIURLINA,6043729,S1 - PGSD Kampus Serang,111,35,0,0,0,2,,0,1,,0,1,,0,0,0,15,55,5,0,0,0
RIESKY,5994354,S1 - Bahasa dan Sastra Inggris,67,37,0,0,0,1,,0,1,,0,1,,0,0,0,8,24,2,0,0,0
RIA SABARIA,6146648,S1 - Pendidikan Seni Tari,54,39,0,0,0,2,,0,0,,0,1,,0,0,0,14,8,3,0,0,0
EFFY MULYASARI,5993306,S1 - Pendidikan Guru Sekolah Dasar,131,39,0,0,0,5,,0,3,,1,1,,1,0,0,52,102,26,0,0,0
ENTIT PUSPITA,5986409,S1 - Matematika,197,37,0,0,3,4,0,0,3,0,1,1,0,6,16,3,40,78,15,0,0,0
DR. NINA SUTRESNA,6681798,Unknown,261,39,0,0,5,6,,4,6,,1,1,,12,253,8,36,568,15,0,0,0
CUCU SUKMANA,6654466,S1 - Pendidikan Masyarakat,79,39,0,0,1,3,,0,1,,1,1,,2,1,1,27,25,8,0,0,0
WACHYU SUNDAYANA,6109607,S2 - Pendidikan Bahasa Inggris,303,39,0,0,2,7,,1,7,,1,1,,6,32,3,37,327,0,0,0,0
RESHANDI NUGRAHA,6725014,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",43,40,0,0,0,1,,0,0,,1,1,,1,0,0,10,8,2,0,0,0
META ARIEF,5994696,S3 - Manajemen,216,36,0,0,1,0,,0,0,,1,5,,6,1,1,0,0,0,0,0,0
ABDUL AZIS,6712382,S1 - Pendidikan Sosiologi,44,40,0,0,0,2,0,0,0,0,0,1,0,0,0,0,8,13,3,0,0,0
PRIMANITA SHOLIHAH ROSMANA,6745893,Unknown,52,47,0,0,0,1,,0,0,,0,0,,0,0,0,1,2,1,0,0,0
DIKY ZAKARIA,6779007,S1 - Mekatronika dan Kecerdasan Buatan Kampus Purwakart,159,46,0,0,2,4,,0,2,,1,1,,8,13,5,12,53,8,0,0,0
DEDAH NINGRUM,6130820,D3 - Keperawatan Kampus Sumedang,48,47,0,0,1,2,0,1,1,0,0,2,0,1,10,1,11,40,6,0,0,0
NOVRIZAL ACHMAD NOVAN,6681784,S1 - Kepelatihan Fisik Olahraga,64,47,0,0,0,2,,0,0,,1,1,,2,0,0,10,12,5,0,0,0
AAN LISTIANA,6001641,S2 - Pendidikan Anak Usia Dini,189,47,0,0,0,3,0,0,0,0,0,3,1,0,0,0,38,31,15,7,0,0
BAMBANG WIDJAJANTA,5984870,S3 - Manajemen,206,47,0,0,2,7,0,0,5,0,0,1,0,2,8,2,52,312,24,0,0,0
LUKMAN HAKIM,6754055,S1 - Pendidikan Bahasa Inggris,75,47,0,0,1,4,,0,3,,1,1,,2,1,1,29,44,9,0,0,0
SRI WIYANTI,5982361,S1 - Bahasa dan Sastra Indonesia,75,47,0,0,0,1,0,0,0,0,1,2,1,1,0,0,19,4,3,1,0,0
SENDI FAUZI GIWANGSA,6723381,S1 - Pendidikan Guru Sekolah Dasar,84,48,0,0,0,3,,0,1,,0,3,,0,0,0,14,39,9,0,0,0
AFI FADLILAH,5995742,S2 - Pendidikan Bahasa Perancis,71,47,0,0,1,3,,1,1,,0,1,,1,11,1,13,34,6,0,0,0
ACENG RUHENDI SYAIFULLAH,6005752,S3 - Linguistik,94,37,0,0,0,5,,0,3,,0,1,,0,0,0,44,108,17,0,0,0
LUCY YOSITA,6005978,D3 - Arsitektur,157,37,0,0,0,3,,0,0,,1,1,,5,0,0,41,39,16,0,0,0
TATI HERNAWATI,6039136,S1 - Pendidikan Khusus,223,35,0,0,0,8,,0,7,,0,1,,0,0,0,35,637,22,0,0,0
EUIS HERYATI,5996352,S1 - Pendidikan Khusus,135,37,0,0,0,3,,0,1,,1,1,,1,0,0,26,67,8,0,0,0
YUSUF ALI TANTOWI,6682708,S1 - Pendidikan Bahasa Arab,44,40,0,0,0,2,,0,1,,0,1,,0,0,0,6,32,3,0,0,0
ALEN RISMAYADI,6682218,S1 - Pendidikan Kepelatihan Olahraga,67,36,0,0,0,3,0,0,0,0,1,1,1,1,0,0,16,16,8,0,0,0
LABIBATUSSOLIHAH,6705586,S1 - Pendidikan Sejarah,57,36,0,0,0,1,,0,0,,0,1,,0,0,0,16,4,2,0,0,0
ENDA PERMANA,6121829,S1 - Pendidikan Teknik Mesin,105,36,0,0,0,2,,0,0,,0,1,,0,0,0,22,16,7,0,0,0
YANI FITRIYANI,6737933,Unknown,37,36,0,0,0,0,,0,0,,0,1,,0,0,0,0,0,0,0,0,0
AGUS MULYANA,6791319,S1 - PGSD Kampus Cibiru,41,36,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0
LIPTIA VENICA,6779029,S1 - Mekatronika dan Kecerdasan Buatan Kampus Purwakart,107,36,0,0,3,3,,1,1,,1,1,,5,23,4,4,23,3,0,0,0
RANGGA GELAR GUNTARA,6738149,S1 - Bisnis Digital,77,42,0,0,1,3,0,0,0,0,2,1,0,2,3,1,16,29,8,0,0,0
HIMAWAN PRASETIYO,6745744,S1 - Pendidikan Kelautan dan Perikanan Kampus Serang,53,36,0,0,1,2,0,0,0,0,0,3,1,1,5,1,7,8,3,0,0,0
ABI SOPYAN FEBRIANTO,6745861,S1 - Pendidikan Manajemen Perkantoran,50,39,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,4,2,0,0,0
FAHRUDIN,5993594,S2 - Pendidikan Agama Islam,190,38,0,0,2,5,,0,4,,0,1,,2,6,2,18,113,11,0,0,0
AGUS NUR SALIM,6649889,S1 - Pendidikan Seni Rupa,136,42,0,0,1,3,,0,1,,1,1,,2,1,1,18,36,6,0,0,0
AKHMAD NUGRAHA,5994330,S1 - PGSD Kampus Tasikmalaya,80,42,0,0,0,6,,0,4,,0,1,,0,0,0,47,125,30,0,0,0
DIDING NURDIN,5995269,S2 - Administrasi Pendidikan,224,42,0,0,0,8,,0,7,,1,3,,0,0,0,61,296,27,0,0,0
OCIH SETIASIH,6123149,S2 - Pendidikan Anak Usia Dini,174,36,0,0,0,5,,0,4,,0,2,,0,0,0,45,178,17,0,0,0
HENI NURAENI ZAENUDIN,6122531,S1 - Ilmu Komunikasi,111,42,0,0,1,3,,0,1,,1,1,,2,1,1,15,32,7,0,0,0
NURDIN,5995286,S1 - Administrasi Pendidikan,162,42,0,0,0,1,,0,0,,0,0,,0,0,0,3,2,1,0,0,0
HENY ROHAYANI,6694989,S1 - Pendidikan Seni Tari,81,42,0,0,0,4,,0,3,,0,1,,0,0,0,16,59,8,0,0,0
MARGARETHA SRI Y,5994324,S1 - PGPAUD Kampus Cibiru,188,42,0,0,0,8,,0,7,,0,1,,0,0,0,40,250,20,0,0,0
A. BUDHI SALIRA,6771601,S2 - Pendidikan Ilmu Pengetahuan Sosial,48,36,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
IDA WIDIA,5995619,S1 - Pendidikan Bahasa Dan Sastra Indonesia,57,37,0,0,0,2,,0,1,,0,2,,0,0,0,21,20,7,0,0,0
AHMAD SYAMSU RIZAL,5994635,S3 - Pendidikan Umum dan Karakter,207,38,0,0,0,10,,0,10,,0,1,,0,0,0,44,301,32,0,0,0
ABAS ASYAFAH,5993706,S3 - Pendidikan Umum dan Karakter,162,38,0,0,1,8,,0,7,,0,13,,1,2,1,64,198,19,0,0,0
AHIM SURACHIM,5992863,S3 - Manajemen,266,37,0,0,1,7,,0,5,,1,1,,4,1,1,26,181,15,0,0,0
YENI KURNIAWATI SUMANTRI,6123152,S1 - Pendidikan Sejarah,92,38,0,0,0,2,,0,0,,1,1,,1,0,0,30,18,9,0,0,0
ADE ROHAYATI,6186158,S1 - Pendidikan Matematika,105,38,0,0,0,4,0,0,4,0,1,0,0,1,0,0,5,66,5,0,0,0
DINA MAYADIANA SUWARMA,5993782,S1 - Pendidikan Guru Sekolah Dasar,95,38,0,0,0,5,,0,4,,0,4,,0,0,0,46,176,16,0,0,0
AZIZAH FAUZIYAH,6084425,S1 - Kewirausahaan Kampus Tasikmalaya,63,48,0,0,0,2,,0,0,,0,2,,0,0,0,24,17,9,0,0,0
RUDI ADI NUGROHO,6662754,S2 - Pendidikan Bahasa Indonesia,90,49,0,0,0,2,,0,0,,1,1,,0,0,0,16,5,2,0,0,0
DADI MULYADI,6689987,S1 - Teknologi Pendidikan,71,49,0,0,0,2,,0,0,,0,1,,0,0,0,18,13,8,0,0,0
ANASTASIA WULANDARI,6655698,S1 - Psikologi,52,49,0,0,0,3,,0,0,,0,1,,0,0,0,14,24,6,0,0,0
