name,sinta_id,title,quartile,journal,author_order,creator,year,cited
AGUS SETIAWAN,259466,Optimizing students' scientific communication skills through higher order thinking virtual laboratory (HOTVL),Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 7,Creator : Sapriadil S.,2018,12 cited
AGUS SETIAWAN,259466,Enhancement of problem solving ability of high school students through learning with real engagement in active problem solving (REAPS) model on the concept of heat transfer,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Yulindar A.,2018,2 cited
AGUS SETIAWAN,259466,Educational technology of virtual physics laboratory (VPL) for the microscopic concept,Q4 Journal,Universal Journal of Educational Research,Author Order : 2 of 5,Creator : Wibowo F.C.,2019,2 cited
AGUS SETIAWAN,259466,Profile of inquiry skills pre-service physics teacher in Aceh,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Saputra H.,2019,6 cited
AGUS SETIAWAN,259466,Effect of Higher Order Thinking Virtual Laboratory (HOTVL) in Electric Circuit on Students' Creative Thinking Skills,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 7,Creator : Sapriadil S.,2019,3 cited
AGUS SETIAWAN,259466,"The impact of E-learning on higher education perception, skills, critical thinking and satisfaction",Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 2,Creator : Khan M.,2019,3 cited
AGUS SETIAWAN,259466,Identification of student misconception about static fluid,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Saputra O.,2019,10 cited
AGUS SETIAWAN,259466,Pre-Service Physics Teachers' Problem-solving Skills in Projectile Motion Concept,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Sutarno S.,2017,7 cited
AGUS SETIAWAN,259466,Identification of green skills acquisition in Indonesian TVET curricula,Q4 Journal,AIP Conference Proceedings,Author Order : 1 of 1,Creator : Setiawan A.,2017,5 cited
AGUS SETIAWAN,259466,Development Scaffolding for Construction of Evaluation Instrument Training Program on the Cognitive Domain for Senior High School Physics Teachers and the Same Level,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Arif W.,2017,4 cited
AGUS SETIAWAN,259466,Developing a Framework for the Assessment of Pre-Service Physics Teachers' Energy Literacy,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Yusup M.,2017,2 cited
AGUS SETIAWAN,259466,Learning Experience on Transformer Using HOT Lab for Pre-service Physics Teacher's,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Malik A.,2017,13 cited
AGUS SETIAWAN,259466,Assessing Pre-Service Physics Teachers' Energy Literacy: An Application of Rasch measurement,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Yusup M.,2017,2 cited
ENDI SUHENDI,5976806,The effect of SrO doping on LaFeO,Q3 Journal,International Journal of Nanoelectronics and Materials,Author Order : 1 of 4,Creator : Suhendi E.,2019,3 cited
ENDI SUHENDI,5976806,OSW-CTST: A Developing Study of Oscillation and Sound Wave-Critical Thinking Skills Test,Q4 Journal,Journal of Physics: Conference Series,Author Order : 14 of 17,Creator : Hidayat S.R.,2019,1 cited
AGUS SETIAWAN,259466,Enhancement of problem solving ability of high school students through learning with real engagement in active problem solving (REAPS) model on the concept of heat transfer,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Yulindar A.,2018,2 cited
AGUS SETIAWAN,259466,Virtual laboratory learning media development to improve science literacy skills of mechanical engineering students on basic physics concept of material measurement,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Jannati E.,2018,10 cited
AGUS SETIAWAN,259466,The problem solving skills and student generated representations (SGRs) profile of senior high school students in Bandung on the topic of work and energy,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Alami Y.,2018,1 cited
SITI FATIMAH,5978161,New types composite copper (Cu) and activated carbon (C) for electromagnetic wave absorber materials,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Hendri,2019,4 cited
SITI FATIMAH,5978161,Analysis of difficulty learning calculus subject for mathematical education students,Q4 Journal,International Journal of Scientific and Technology Research,Author Order : 1 of 2,Creator : Fatimah S.,2019,4 cited
SITI FATIMAH,5978161,Third version of Weak Orlicz–Morrey spaces and its inclusion properties,Q1 Journal,Indonesian Journal of Science and Technology,Author Order : 2 of 3,Creator : Masta A.A.,2019,2 cited
AGUS SETIAWAN,259466,ZnO epitaxial layers grown on c-sapphire substrate with MgO buffer by plasma-assisted molecular beam epitaxy (P-MBE),Q1 Journal,Semiconductor Science and Technology,Author Order : 2 of 5,Creator : Cho M.,2005,60 cited
AGUS SETIAWAN,259466,Design and preparation of AlN/GaN quantum wells for quantum cascade laser applications,Q1 Journal,"Japanese Journal of Applied Physics, Part 1: Regular Papers and Short Notes and Review Papers",Author Order : 6 of 9,Creator : Ishida A.,2005,14 cited
AGUS SETIAWAN,259466,Structural variation of cubic and hexagonal Mg,Q1 Journal,Journal of Applied Physics,Author Order : 7 of 7,Creator : Vashaei Z.,2005,113 cited
SITI FATIMAH,5978161,Structure and optical properties study of annealed CuO films for development of perovskite-based solar cells,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 6,Creator : Cahyono Y.,2021,0 cited
SITI FATIMAH,5978161,Discrete Orlicz-Morrey spaces and their inclusion properties,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 1 of 5,Creator : Fatimah S.,2021,0 cited
SITI FATIMAH,5978161,Blended learning based on ebook integrated Youtube in learning mathematics,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Fitriani,2021,0 cited
AGUS SETIAWAN,259466,Study on MgO buffer in ZnO layers grown by plasma-assisted molecular beam epitaxy on Al,Q1 Journal,Thin Solid Films,Author Order : 1 of 5,Creator : Setiawan A.,2003,28 cited
AGUS SETIAWAN,259466,Doping of acceptor impurities into ZnO,no-Q Journal,MBE 2002 - 2002 12th International Conference on Molecular Beam Epitaxy,Author Order : 2 of 5,Creator : Ko H.J.,2002,0 cited
AGUS SETIAWAN,259466,High growth rate transparent conducting zinc-oxide thin film prepared by metalorganic chemical vapor deposition technique for device applications,no-Q Journal,"Conference on Optoelectronic and Microelectronic Materials and Devices, Proceedings, COMMAD",Author Order : 0 of 0,Creator : Wenas W.W.,1999,0 cited
AGUS SETIAWAN,259466,Virtual laboratory learning media development to improve science literacy skills of mechanical engineering students on basic physics concept of material measurement,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Jannati E.,2018,10 cited
AGUS SETIAWAN,259466,The problem solving skills and student generated representations (SGRs) profile of senior high school students in Bandung on the topic of work and energy,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Alami Y.,2018,1 cited
AGUS SETIAWAN,259466,Evaluation of performance an air conditioning systems using t-junction flash gas refrigerant,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 4,Creator : Berman E.,2018,1 cited
AGUS SETIAWAN,259466,Tensile Strength Improvement of LLBC Material for Low Speed Wind Turbine Rotor Blade by Varying Composite Matrix,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 3,Creator : Setiawan A.,2018,2 cited
AGUS SETIAWAN,259466,Surface of AISI 316 as electrode material for water electrolysis under potassium hydroxide for hybrid car application,Q1 Journal,International Journal of Automotive and Mechanical Engineering,Author Order : 3 of 7,Creator : Hamidah I.,2018,2 cited
AGUS SETIAWAN,259466,The Implementation of HOT Lab Activity to Improve Students Critical Thinking Skills,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 6,Creator : Sahidah Lisdiani S.,2019,1 cited
AGUS SETIAWAN,259466,Improved problem-solving skills of the student through cooperative problem-solving models related to fluid dynamic topic,Q4 Journal,Journal of Physics: Conference Series,Author Order : 6 of 12,Creator : Malik A.,2019,0 cited
AGUS SETIAWAN,259466,Tensile Strength Improvement of LLBC Material for Low Speed Wind Turbine Rotor Blade by Varying Composite Matrix,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 3,Creator : Setiawan A.,2018,2 cited
AGUS SETIAWAN,259466,Surface of AISI 316 as electrode material for water electrolysis under potassium hydroxide for hybrid car application,Q1 Journal,International Journal of Automotive and Mechanical Engineering,Author Order : 3 of 7,Creator : Hamidah I.,2018,2 cited
AGUS SETIAWAN,259466,An experiment to detect Allais effect around total solar eclipse of 9 March 2016,Q3 Journal,Journal of Physics: Conference Series,Author Order : 3 of 5,Creator : Mahasena P.,2016,0 cited
AGUS SETIAWAN,259466,"Effect of variation of kalium hydroxide solution concentration and temperature to the corrosion resistance of AISI 304, AISI 316, and copper alloys in water electrolysis apparatus",Q4 Journal,ARPN Journal of Engineering and Applied Sciences,Author Order : 3 of 3,Creator : Hamidah I.,2016,3 cited
AGUS SETIAWAN,259466,Effects of MgO buffer annealing on optical and electrical quality of P-MBE grown ZnO films on c-sapphire,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Setiawan A.,2016,0 cited
AGUS SETIAWAN,259466,Dislocations in P-MBE grown ZnO layers characterized by HRXRD and TEM,Q4 Journal,AIP Conference Proceedings,Author Order : 1 of 5,Creator : Setiawan A.,2008,1 cited
AGUS SETIAWAN,259466,Evaluation of performance an air conditioning systems using t-junction flash gas refrigerant,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 4,Creator : Berman E.,2018,1 cited
AGUS SETIAWAN,259466,Tensile Strength Improvement of LLBC Material for Low Speed Wind Turbine Rotor Blade by Varying Composite Matrix,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 3,Creator : Setiawan A.,2018,2 cited
AGUS SETIAWAN,259466,Surface of AISI 316 as electrode material for water electrolysis under potassium hydroxide for hybrid car application,Q1 Journal,International Journal of Automotive and Mechanical Engineering,Author Order : 3 of 7,Creator : Hamidah I.,2018,2 cited
AGUS SETIAWAN,259466,Performance of LLBC-based rotor blade for low speed wind turbine,no-Q Journal,MATEC Web of Conferences,Author Order : 1 of 3,Creator : Setiawan A.,2018,1 cited
AGUS SETIAWAN,259466,Profile of senior high school in-service physics teachers' technological pedagogical and content knowledge (TPACK),Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Masrifah M.,2018,3 cited
AGUS SETIAWAN,259466,Assessing Pre-Service Physics Teachers' Energy Literacy: An Application of Rasch measurement,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Yusup M.,2017,2 cited
AGUS SETIAWAN,259466,Designing Adaptive-Content trough E-learning on Electromagnetic Concept,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Hakim L.,2017,1 cited
AGUS SETIAWAN,259466,The content quality of teacher's pedagogical and professional competence standards of senior high school physics teacher guide books,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Masrifah M.,2019,2 cited
AGUS SETIAWAN,259466,Thermodynamics interactive multimedia to improve physics prospective teacher's generic science skills,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 4,Creator : Hakim A.,2019,1 cited
AGUS SETIAWAN,259466,Pre-service physics teachers' thinking styles and its relationship with critical thinking skills on learning interference and diffraction,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Saprudin S.,2019,5 cited
AGUS SETIAWAN,259466,Profile of pre-service physics teachers' creative thinking skills on wave and optics course,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Saprudin S.,2019,5 cited
NUR INDRI RAHAYU,5994469,THE DEVELOPMENT of STRENGTH TRAINING INSTRUCTION VIDEO for VIRTUAL COMMUNITY of STUDENTS in PANDEMIC ERA of COVID19,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 1 of 4,Creator : Rahayu N.I.,2022,0 cited
NUR INDRI RAHAYU,5994469,Pattern of physical activity and sedentary behavior in early childhood,Q3 Journal,International Journal of Human Movement and Sports Sciences,Author Order : 2 of 4,Creator : Suherman A.,2021,0 cited
NUR INDRI RAHAYU,5994469,Relationship Between Students’ Perceived Exercise Benefit and Physical Activity Level During Covid-19 Pandemic in Indonesia,Q4 Journal,Malaysian Journal of Medicine and Health Sciences,Author Order : 3 of 4,Creator : Ruhayati Y.,2021,0 cited
NUR INDRI RAHAYU,5994469,Esp textbook development for vocational school in indonesia,no-Q Journal,Proceedings of the International Conference on Industrial Engineering and Operations Management,Author Order : 0 of 4,Creator : Rahayu N.,2020,0 cited
NUR INDRI RAHAYU,5994469,Student perception and satisfaction of internship programs in oversea tourism industry,no-Q Journal,Proceedings of the International Conference on Industrial Engineering and Operations Management,Author Order : 0 of 3,Creator : Sembiring V.A.,2020,2 cited
NUR INDRI RAHAYU,5994469,The Effect of Muslim Women's Sportswear (Jilbab) to Dehydration Level and Thermoregulation after Exercise,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 2,Creator : Damayanti I.,2017,0 cited
AGUS FANY CHANDRA WIJAYA,6159695,"The Assembled Solar Eclipse Package (ASEP) in Bangka Indonesia during the total solar eclipse on March 9, 2016",Q3 Journal,Journal of Physics: Conference Series,Author Order : 2 of 9,Creator : Asmoro C.P.,2016,2 cited
AGUS FANY CHANDRA WIJAYA,6159695,"A meteorological study of the sea and land breezes in Bangka Indonesia during the total solar eclipse on March 9, 2016",Q3 Journal,Journal of Physics: Conference Series,Author Order : 6 of 7,Creator : Ardi N.,2016,2 cited
